mA,O2frac,mm,slm,Vdis,diluted,NO,NO2,HONO,number,R2
70.0,0.2095,8.0,0.5,0.804,0.0,2076.600903811111,1562.5813026611113,522.9077214972223,5.0,0.9943661627176668
70.0,0.2095,8.0,1.0,0.809,0.0,1777.7854860022223,612.8204856228889,68.25573253442222,5.0,0.9958799865977777
70.0,0.2095,8.0,3.0,0.843,0.0,1419.14362542875,164.969728874375,3.7119261315249996e-10,5.0,0.980545580112125
70.0,0.2095,8.0,5.0,0.872,0.0,1144.6183834088888,67.15927555534444,0.17829158561285818,5.0,0.9589701057901111
70.0,0.2095,8.0,7.0,0.915,0.0,940.565240093875,36.172201564525,9.70261777139875,5.0,0.94362995846075
70.0,0.2095,12.0,0.5,0.9590000000000001,3.0,883.0530158472221,283.09814155755555,52.45507169756666,5.0,0.9938321902271111
70.0,0.2095,12.0,1.0,0.981,0.0,2954.880900658889,2382.414085908889,1031.2314499150002,5.0,0.9898802510553334
70.0,0.2095,12.0,3.0,1.05,0.0,2071.3316145299996,375.61065364999996,3.0936859306393156,5.0,0.9901465766856666
70.0,0.2095,12.0,5.0,1.11,0.0,1570.3161889455557,121.86902020355554,0.34432295934024315,5.0,0.9696781845766667
70.0,0.2095,12.0,7.0,1.16,0.0,1368.203440053333,72.27032533396668,7.201053813870001,5.0,0.9552882252199999
70.0,0.2095,15.0,0.5,1.07,3.0,1018.2241656433333,256.13050331922227,1.2067993294104446e-08,5.0,0.9922070708421111
70.0,0.2095,15.0,1.0,1.08,0.0,3039.422794006666,2436.142082323333,1067.3650658822223,5.0,0.989588240925111
70.0,0.2095,15.0,3.0,1.18,0.0,2370.9193697422215,477.4147227474445,48.04499740066667,5.0,0.9924696250746666
70.0,0.2095,15.0,5.0,1.25,0.0,1797.9546162377778,148.44675427022224,14.762458863188888,5.0,0.9730695775864445
70.0,0.2095,15.0,7.0,1.33,0.0,1546.8253354577778,89.78660018277778,2.3228191165558887e-10,5.0,0.9585513015165557
70.0,0.5,8.0,0.5,0.83,0.0,1605.3059168822222,2620.9393016411104,1047.5422104577779,5.0,0.9872301908606667
70.0,0.5,8.0,1.0,0.85,0.0,1780.1452578255555,1483.6927802755556,314.1424034133334,5.0,0.994900043413111
70.0,0.5,8.0,3.0,0.888,0.0,1579.0887268055556,466.3152252202222,3.9472070116191755,5.0,0.9952982607578887
70.0,0.5,8.0,5.0,0.9009999999999999,0.0,1316.5755077400001,202.858491532875,2.760730618550984e-08,4.75,0.9860469417879999
