mA,O2frac,mm,slm,Vdis,diluted,NO,NO2,HONO,number,R2
20.0,0.2095,2.0,5.0,0.556,0.0,82.04801755684446,3.3139892317133337,1.4047819317952095,5.0,0.8761765689796666
20.0,0.2095,2.0,7.0,0.5760000000000001,0.0,43.06527275049999,1.16287177102,3.1565406725812417e-07,4.833333333333333,0.6051322932915001
20.0,0.2095,5.0,0.5,0.895,0.0,1138.07137371,517.6288279845556,93.28548622411112,5.0,0.9966480884174445
20.0,0.2095,5.0,1.0,0.825,0.0,700.061368539,90.28408415899999,9.39748819797,5.0,0.9847458472525555
20.0,0.2095,5.0,3.0,0.8590000000000001,0.0,346.1423207278889,15.040352450344447,7.5312601074376095,5.0,0.934684062845889
20.0,0.2095,5.0,5.0,0.884,0.0,222.9683915556667,8.014224491335556,10.059796922055162,5.0,0.8829610461467776
20.0,0.2095,5.0,7.0,0.9470000000000001,0.0,177.570059752,6.312663733403333,11.233121715380001,5.0,0.8733159789182222
20.0,0.2095,8.0,0.5,1.14,0.0,1315.7300274033332,603.3230941115556,76.49710563344443,5.0,0.9965539281432222
20.0,0.2095,8.0,1.0,1.22,0.0,1107.4445380757777,269.8594360328889,18.581216210811114,5.0,0.9934364113827778
20.0,0.2095,8.0,3.0,1.25,0.0,618.5209567767777,57.825280989055535,4.481716097166666,5.0,0.972572741105111
20.0,0.2095,8.0,5.0,1.31,0.0,381.32913353844447,19.156470352766664,6.412236143374444,5.0,0.9476705763594444
20.0,0.2095,12.0,0.5,1.44,3.0,617.2801826557499,114.768120393625,6.227591404843751,5.375,0.99001868980725
20.0,0.2095,12.0,1.0,1.48,0.0,1923.4665830744443,917.529350003,173.02762144833332,5.0,0.9964200692200001
20.0,0.2095,12.0,3.0,1.6,0.0,919.6452847993335,111.89467498822222,9.272329454809278e-08,5.0,0.9803663163201111
20.0,0.2095,15.0,0.5,1.66,3.0,736.8694233978889,178.42701255344443,1.0855011911885555e-10,5.0,0.9920835227587779
20.0,0.2095,15.0,1.0,1.72,0.0,2089.911692831111,1007.2235983777779,223.85863978844444,5.0,0.9962090001786668
20.0,0.2095,15.0,3.0,1.85,0.0,1049.7403611466668,124.11167677755556,2.6930780156266665,5.0,0.9814202457315557
20.0,0.5,8.0,0.5,1.18,0.0,1162.4119260911111,1109.94979304,153.06336505466666,5.0,0.9966335481218889
20.0,0.5,8.0,1.0,1.17,0.0,1152.6884192125,525.999451468625,38.669103122050004,5.375,0.9974436393787501
20.0,0.5,8.0,3.0,1.23,0.0,577.2865713352222,68.83624342264444,5.718435187475857e-09,5.0,0.9728053831291111
20.0,0.5,8.0,5.0,1.27,0.0,356.00221096744446,20.077956127144446,1.2242028278064803,5.0,0.9376046221171112
30.0,0.0196078431372549,2.0,0.5,0.502,0.0,272.91645669411105,10.161839618852222,1.9060555208809184e-08,5.0,0.7130602366456666
30.0,0.0196078431372549,2.0,1.0,0.49200000000000005,0.0,113.60994771911112,5.020482880468888,1.3470567441945767,5.0,0.8823150343646667
30.0,0.0196078431372549,2.0,3.0,0.513,0.0,70.53660741064444,3.820354259958888,4.869832390536668,5.0,0.8451018982163334
30.0,0.0196078431372549,5.0,0.5,0.742,0.0,843.4091239974446,36.65159114779999,1.3304501989735753e-08,5.0,0.8630754025494445
30.0,0.0196078431372549,5.0,1.0,0.762,0.0,302.50076805544444,2.6870392525032223,1.298184294221971,5.0,0.6222937900596668
30.0,0.0196078431372549,5.0,3.0,0.778,0.0,183.35354783000002,5.987729926775555,6.458896920848492,5.0,0.888014054499
30.0,0.0196078431372549,5.0,5.0,0.792,0.0,109.49994752075,2.9799151093400003,8.015810264363468,4.75,0.673394732607125
30.0,0.0196078431372549,8.0,0.5,0.99,0.0,1356.1963434577779,82.52446518318888,12.58197701485889,5.0,0.9609633052167779
30.0,0.0196078431372549,8.0,1.0,0.9890000000000001,0.0,862.507858979,25.669356911355553,0.859368258324148,5.0,0.9332501433843334
30.0,0.0196078431372549,8.0,3.0,1.04,0.0,422.51317750557143,9.465099385118572,17.084222651250002,5.0,0.926281537164
30.0,0.0196078431372549,8.0,5.0,1.1,0.0,203.66910024050003,3.904791385585,0.21502821490614113,5.375,0.8497439919119999
30.0,0.0196078431372549,8.0,7.0,1.17,0.0,175.454636324625,4.8807295670075,8.440154022585,4.875,0.9245173028318749
30.0,0.0196078431372549,12.0,0.5,1.26,0.0,659.6895897467779,11.916716336788888,1.0400502178373829e-06,5.0,0.9307338012565557
30.0,0.0196078431372549,12.0,1.0,1.28,0.0,798.7958151773333,16.171515694277772,5.277970415699144e-09,5.0,0.903010458208111
30.0,0.0196078431372549,12.0,3.0,1.38,0.0,515.7054213222223,11.376486652499999,1.3103471363060877e-06,5.0,0.9290614863951111
30.0,0.0196078431372549,12.0,5.0,1.52,0.0,268.44927150111107,6.868859538066667,2.9833592729489733e-07,5.0,0.9047359413433335
30.0,0.0196078431372549,12.0,7.0,1.59,0.0,223.31350915188887,6.702910518797777,1.735485377941778e-05,5.0,0.9307620417526665
30.0,0.0196078431372549,15.0,0.5,1.44,0.0,2303.004083831111,176.07190328511112,0.0495384160488939,5.0,0.9698046492199999
30.0,0.0196078431372549,15.0,1.0,1.48,0.0,991.675437946125,21.7448494333625,4.918130199512499,5.0,0.9349766820867501
30.0,0.0196078431372549,15.0,3.0,1.58,0.0,578.2986242082222,12.31849231902222,3.2199255956244444,5.0,0.9307194921754444
30.0,0.0196078431372549,15.0,5.0,1.71,0.0,308.04771651833335,21.0215868766,5.220111818350077e-13,5.0,0.9078570818265557
30.0,0.0196078431372549,15.0,7.0,1.87,0.0,290.87250753688886,9.181493335246666,0.09870237007433752,5.0,0.9335236114423334
30.0,0.09090909090909093,2.0,0.5,0.511,0.0,814.4149548139999,57.189924277888885,12.178649913455555,5.0,0.9643433713737779
30.0,0.09090909090909093,2.0,1.0,0.508,0.0,424.585235755,23.780959614633336,2.905190645175556,5.0,0.9534183549048889
30.0,0.09090909090909093,2.0,3.0,0.515,0.0,160.706987123,5.25265810295,2.4680312370300004,5.0,0.7883956899897778
30.0,0.09090909090909093,5.0,0.5,0.77,0.0,1339.7960088766665,276.49283691122224,17.756595089225566,5.0,0.9910121036236669
30.0,0.09090909090909093,5.0,1.0,0.768,0.0,860.2218330005556,64.20382959594444,3.7659017130772386e-08,5.0,0.959725194477
30.0,0.09090909090909093,5.0,3.0,0.7829999999999999,0.0,411.13938103099997,10.252141996368891,1.346464646868731e-09,5.0,0.8683897108674445
30.0,0.09090909090909093,5.0,5.0,0.802,0.0,314.86884304414286,7.278547204717143,8.850752611630202,5.0,0.9239132264954285
30.0,0.09090909090909093,5.0,7.0,0.846,0.0,200.0966400898889,4.540098252513333,0.9425416019935007,5.0,0.8570162459917777
30.0,0.09090909090909093,8.0,0.5,1.01,0.0,1699.8449610022224,402.88432227911113,47.73778650842222,5.0,0.9935041342685555
30.0,0.09090909090909093,8.0,1.0,1.01,0.0,1305.8217659425,165.54466304775,1.8285871352228752e-08,5.375,0.975575247606875
30.0,0.09090909090909093,8.0,3.0,1.06,0.0,793.7215516418889,38.19336500021112,3.8984715722999996,5.0,0.9444032255597777
30.0,0.09090909090909093,8.0,5.0,1.11,0.0,528.4719819663334,16.77430002617778,6.310273103864444,5.0,0.9369967405952221
30.0,0.09090909090909093,8.0,7.0,1.17,0.0,423.2453516917778,11.053794486877779,9.114763989700002,5.0,0.9320841000766664
30.0,0.09090909090909093,12.0,0.5,1.24,0.0,2742.2858157499995,1210.5187349744442,277.40677587644444,5.0,0.9953913888255556
30.0,0.09090909090909093,12.0,1.0,1.28,0.0,2346.4964543122223,523.2042292183334,50.259587898555566,5.0,0.993237368542111
30.0,0.09090909090909093,12.0,3.0,1.38,0.0,1246.0131838475,75.82585747478751,2.368556675289375e-10,5.5,0.9579665024587499
30.0,0.09090909090909093,12.0,5.0,1.51,0.0,825.015402855,29.884848207133334,1.9518545620364445,5.0,0.9436081643332221
30.0,0.09090909090909093,12.0,7.0,1.58,0.0,683.6009686257779,19.310671735611113,1.3327068044271965e-06,5.0,0.9338446598965555
30.0,0.09090909090909093,15.0,0.5,1.44,0.0,3066.3640729774997,1427.727767425,415.4524550616251,5.0,0.9946114410895001
30.0,0.09090909090909093,15.0,1.0,1.48,0.0,2628.3357827355558,659.9210578043335,87.92277893016666,5.0,0.9942639487228888
30.0,0.09090909090909093,15.0,3.0,1.61,0.0,1437.0002596499999,87.45698333975,4.263435638995,5.125,0.9619257377825
30.0,0.09090909090909093,15.0,5.0,1.71,0.0,926.6169041596667,30.28966797258889,2.1247176506914444e-10,5.0,0.9371844514986667
30.0,0.09090909090909093,15.0,7.0,1.86,0.0,776.6692614247778,21.721029744955555,3.7507010618100005,5.0,0.938261191172
30.0,0.2095,2.0,0.5,0.506,0.0,776.019067857,188.08568932822223,5.053591183332222,5.0,0.9903156030715556
30.0,0.2095,2.0,1.0,0.505,0.0,522.1572865065556,59.25429196866667,2.072047591112778,5.0,0.978533660876
30.0,0.2095,2.0,3.0,0.51,0.0,225.37743932866667,11.54738801371111,0.2750680374477266,5.0,0.9486068150941112
30.0,0.2095,2.0,5.0,0.515,0.0,136.93404877922222,4.593056308814444,0.6532109307851879,5.0,0.8626631661571111
30.0,0.2095,2.0,7.0,0.523,0.0,77.93704769185555,1.6368133342933335,2.3720629103416802e-07,5.0,0.6887256551867776
30.0,0.2095,5.0,0.5,0.76,0.0,1363.8795975366666,784.8776749424444,182.04911888400002,5.0,0.9968834368113334
30.0,0.2095,5.0,1.0,0.76,0.0,1027.1901635558888,185.88393659888885,19.452442415533334,5.0,0.9911430434384444
30.0,0.2095,5.0,3.0,0.773,0.0,588.3713735284443,31.3146091381,5.668511427828742,5.0,0.9526012647544443
30.0,0.2095,5.0,5.0,0.784,0.0,398.37319177855557,12.941890356188889,8.307799901045554,5.0,0.9367758181857777
30.0,0.2095,5.0,7.0,0.8270000000000001,0.0,325.2933748274444,9.723099563816668,13.777505790288163,5.0,0.9051214028900001
30.0,0.2095,8.0,0.5,1.01,0.0,1727.8174982255555,1036.8884463393333,213.1211107432222,5.0,0.9961984181916667
30.0,0.2095,8.0,1.0,1.05,0.0,1453.6637791066669,436.5973179906666,34.98225051092223,5.0,0.9951086119851111
30.0,0.2095,8.0,3.0,1.1,0.0,1005.1832203570001,96.02176092216668,1.6242926137078888,5.0,0.9741255606912222
30.0,0.2095,8.0,5.0,1.14,0.0,698.6467529317779,33.7154139362889,6.3726991669699995,5.0,0.9507461844535556
30.0,0.2095,8.0,7.0,1.2,0.0,548.6373762773334,18.950057310544445,10.359530381831114,5.0,0.9422368459296666
30.0,0.2095,12.0,0.5,1.32,3.0,784.7081973548889,167.07684023800002,19.87428785297778,5.0,0.9920040056263333
30.0,0.2095,12.0,1.0,1.32,0.0,2467.61336565,1538.9466933566666,455.5610582905556,5.0,0.994489443459
30.0,0.2095,12.0,3.0,1.41,0.0,1458.7859063177777,202.29162115044443,1.4673970819543174e-08,5.0,0.9845363930869999
30.0,0.2095,12.0,5.0,1.54,0.0,1017.8415937000001,67.77293466884444,2.8294449618266673,5.0,0.9632364048244444
30.0,0.2095,12.0,7.0,1.6,0.0,852.0262495233333,37.67713891136667,6.639556302347777,5.0,0.9499240470865556
30.0,0.2095,15.0,0.5,1.48,3.0,947.7698016048749,251.769053307875,0.2902540017009441,4.75,0.9934182612313751
30.0,0.2095,15.0,1.0,1.52,0.0,2633.6940022377776,1715.916649311111,565.937159686111,5.0,0.9936996631706665
30.0,0.2095,15.0,3.0,1.62,0.0,1675.4519581100003,243.15945157311114,10.642532275616666,5.0,0.9867869020454444
30.0,0.2095,15.0,5.0,1.78,0.0,1206.0560261277778,69.42343125536667,6.863082347910001,5.0,0.9590938677461112
30.0,0.2095,15.0,7.0,1.89,0.0,987.489406672,44.16102313343333,2.6289155031388273e-07,5.0,0.9460568241874445
30.0,0.5,8.0,0.5,1.07,0.0,1420.1004974525001,1837.9061191312503,496.4406974662499,5.375,0.9930988237972499
30.0,0.5,8.0,1.0,1.07,0.0,1435.4839790922222,891.2529109304446,110.62223122988888,5.0,0.9970992826168887
30.0,0.5,8.0,3.0,1.11,0.0,1027.75459692875,194.418272265,2.6910494808918172e-09,4.875,0.9898579810478749
30.0,0.5,8.0,5.0,1.12,0.0,711.719926054625,59.5095955805125,1.9248555088593245e-09,4.875,0.9630683363405002
40.0,0.0196078431372549,2.0,0.5,0.46299999999999997,0.0,300.38447330888886,10.5913492427,3.34586742601059e-07,5.0,0.7227939438545555
40.0,0.0196078431372549,2.0,1.0,0.45899999999999996,0.0,128.989880567125,4.938394592877501,0.8137727376414968,5.25,0.8676255267945001
40.0,0.0196078431372549,2.0,3.0,0.488,0.0,89.3698177626111,4.208347205298889,5.798472824315555,5.0,0.8779562953907777
40.0,0.0196078431372549,5.0,0.5,0.68,0.0,995.91678951475,48.24589555693751,5.109813270199044e-09,5.5,0.868520372925625
40.0,0.0196078431372549,5.0,1.0,0.7090000000000001,0.0,451.0408664871111,12.704009950488889,1.8296489700392917e-08,5.0,0.713450532548
40.0,0.0196078431372549,5.0,3.0,0.72,0.0,252.34104561611113,7.167877189492221,12.674348239248891,5.0,0.9262026520054444
40.0,0.0196078431372549,5.0,5.0,0.7390000000000001,0.0,134.82962129185714,2.5947362178985713,5.520498337784164,5.428571428571429,0.5539879915488573
40.0,0.0196078431372549,8.0,0.5,0.898,0.0,1418.4775656577779,96.17555269746667,12.603269505225121,5.0,0.9638044105715555
40.0,0.0196078431372549,8.0,1.0,0.91,0.0,1012.6227624356666,33.09167473493333,0.8335456339878967,5.0,0.9350714431466665
40.0,0.0196078431372549,8.0,3.0,0.9470000000000001,0.0,516.1754696756666,10.632811886312222,16.11956351216111,5.0,0.9311863272172223
40.0,0.0196078431372549,8.0,5.0,0.98,0.0,264.05264638022226,4.2902257616,0.08512412458684722,5.0,0.8553491541406666
40.0,0.0196078431372549,8.0,7.0,1.03,0.0,228.46910190977775,5.82547957267889,9.733948358403334,5.0,0.9307146272511111
40.0,0.0196078431372549,12.0,0.5,1.12,0.0,718.3952567157778,12.178194976544445,3.5230400502519544e-07,5.0,0.9304353377281112
40.0,0.0196078431372549,12.0,1.0,1.12,0.0,918.5248340857777,17.489935938644443,2.6718912490609327e-07,5.0,0.9101231906456666
40.0,0.0196078431372549,12.0,3.0,1.23,0.0,630.3145616712222,12.909992652744442,9.127632784212244e-08,5.0,0.9263451792694445
40.0,0.0196078431372549,12.0,5.0,1.33,0.0,341.8483479414444,7.2967910413688895,1.441277407986265e-08,5.0,0.890867871729
40.0,0.0196078431372549,12.0,7.0,1.39,0.0,290.7436570424445,7.193122541893334,0.2221131934158179,5.0,0.9222950967777778
40.0,0.0196078431372549,15.0,0.5,1.27,0.0,2493.841657008889,221.3652498161111,3.243595009145556,5.0,0.9748782049048891
40.0,0.0196078431372549,15.0,1.0,1.32,0.0,1184.4160703544449,23.86642366632222,5.264570640696,5.0,0.9352796963665555
40.0,0.0196078431372549,15.0,3.0,1.4,0.0,712.5028047216666,13.72873351247778,4.035909307290001,5.0,0.9356979836573333
40.0,0.0196078431372549,15.0,5.0,1.5,0.0,394.58694948966667,14.316636038044445,3.848420256985889e-11,5.0,0.8519079122048889
40.0,0.0196078431372549,15.0,7.0,1.62,0.0,372.1054470444444,9.588748206183334,7.422136710934668e-07,5.0,0.928397456320889
40.0,0.09090909090909093,2.0,0.5,0.48200000000000004,0.0,960.75543886225,86.1108736970875,16.3619336008125,4.75,0.973444802655625
40.0,0.09090909090909093,2.0,1.0,0.48,0.0,534.6326618723333,28.945624072977775,1.732318786375,5.0,0.9545974183967778
40.0,0.09090909090909093,2.0,3.0,0.486,0.0,240.8566097513333,6.719713838915555,2.0320884747433334,5.0,0.7987819731410001
40.0,0.09090909090909093,2.0,7.0,0.5,0.0,106.74962274787501,3.56344304202125,1.9053381772225002,5.0,0.606585816007125
40.0,0.09090909090909093,5.0,0.5,0.7090000000000001,0.0,1670.8277466399998,487.8980732721111,54.3623224262889,5.0,0.994550539249111
40.0,0.09090909090909093,5.0,1.0,0.7070000000000001,0.0,1086.8941022798751,98.5936936627875,0.3558107904385944,5.375,0.96968317401275
40.0,0.09090909090909093,5.0,3.0,0.727,0.0,524.5984291743333,14.975713969822221,7.331655654666241e-09,5.0,0.8862779942892223
40.0,0.09090909090909093,5.0,5.0,0.742,0.0,399.7150146755555,8.872322222363334,5.608891321216263,5.0,0.9199205897394445
40.0,0.09090909090909093,5.0,7.0,0.763,0.0,287.0995134666667,5.698513928685555,5.48039813585616,5.0,0.9112218411582221
40.0,0.09090909090909093,8.0,0.5,0.9159999999999999,0.0,1856.451712504445,499.27202302388883,73.2347744114,5.0,0.9943579738995556
40.0,0.09090909090909093,8.0,1.0,0.932,0.0,1479.0293534799998,205.17113445744445,9.924478963109998e-11,5.0,0.9797385288137779
40.0,0.09090909090909093,8.0,3.0,0.977,0.0,978.2444933943334,47.727475289433336,3.8836868901277777,5.0,0.9470972553170002
40.0,0.09090909090909093,8.0,5.0,1.02,0.0,692.7476991178888,21.6951694452,11.546133646503332,5.0,0.9423106469812222
40.0,0.09090909090909093,8.0,7.0,1.05,0.0,550.7195106494444,13.112537043844444,10.09947445614,5.0,0.9139656101683333
40.0,0.09090909090909093,12.0,0.5,1.12,0.0,2904.08144808,1374.36891627,355.32596318325,4.875,0.994908359847625
40.0,0.09090909090909093,12.0,1.0,1.16,0.0,2580.1920663522224,641.2006594586668,76.20429291832221,5.0,0.9941755624224444
40.0,0.09090909090909093,12.0,3.0,1.25,0.0,1480.1219247712497,98.4344926412,2.2985066365800626e-13,4.75,0.96239877917775
40.0,0.09090909090909093,12.0,5.0,1.34,0.0,1029.8273617822224,36.05194771572222,3.9961885986677776,5.0,0.9419458126897777
40.0,0.09090909090909093,12.0,7.0,1.41,0.0,868.4616627581113,24.620236303600002,3.4992003716520007e-09,5.0,0.9355686124042223
40.0,0.09090909090909093,15.0,0.5,1.28,0.0,3237.8734773837505,1596.99455978,510.923736251875,4.5,0.9939462567995001
40.0,0.09090909090909093,15.0,1.0,1.32,0.0,2892.04545264875,818.310331551625,134.67594896174998,4.625,0.9948163964032499
40.0,0.09090909090909093,15.0,3.0,1.44,0.0,1700.7009521088887,112.59157627844444,6.174104510205556,5.0,0.9657952426717777
40.0,0.09090909090909093,15.0,5.0,1.51,0.0,1135.8395298966666,37.914856864200004,1.783115196184e-12,5.0,0.9394156331455554
40.0,0.09090909090909093,15.0,7.0,1.64,0.0,968.434712270889,27.384423930900002,3.721881786017778,5.0,0.9378696651784446
40.0,0.2095,2.0,0.5,0.47600000000000003,0.0,983.4756915644443,313.1258100972222,28.93558643013333,5.0,0.9940569551089999
40.0,0.2095,2.0,1.0,0.479,0.0,694.7269961333334,86.23453522232222,3.2021361201322223,5.0,0.981818429863
40.0,0.2095,2.0,3.0,0.485,0.0,306.2451412426667,13.55824080951111,0.11674262739465902,5.0,0.9349122060449999
40.0,0.2095,2.0,5.0,0.488,0.0,192.86034574866665,5.83574938669,0.5679374677925528,5.0,0.8862523549008889
40.0,0.2095,2.0,7.0,0.493,0.0,120.11713308255555,2.232689721811111,9.341669356390892e-08,5.0,0.7801986337495557
40.0,0.2095,5.0,0.5,0.72,0.0,1515.1048066800001,975.1606349929999,257.11663932822216,5.0,0.9965657767482222
40.0,0.2095,5.0,1.0,0.72,0.0,1192.6153142211112,246.13537183788893,28.27514955526667,5.0,0.992729754133889
40.0,0.2095,5.0,3.0,0.721,0.0,750.788706051,45.766158322,7.516950785541151,5.125,0.959156111381625
40.0,0.2095,5.0,5.0,0.7340000000000001,0.0,538.5966878562223,19.0311109149,8.948944242098223,5.0,0.9387180136368889
40.0,0.2095,5.0,7.0,0.769,0.0,449.4320690776666,13.536919054466669,17.239830587522224,5.0,0.9174075359903333
40.0,0.2095,8.0,0.5,0.9470000000000001,0.0,1914.0345092499997,1336.9901193800001,352.1712929692223,5.0,0.9952992189971113
40.0,0.2095,8.0,1.0,0.97,0.0,1650.2788760522224,559.5883761923333,56.78927327157778,5.0,0.9957257316855556
40.0,0.2095,8.0,3.0,1.0,0.0,1230.0751222577776,128.41103168288888,2.9101077922397775e-08,5.0,0.9772854667964445
40.0,0.2095,8.0,5.0,1.04,0.0,902.6533999071112,46.216250320533334,6.940883927713332,5.0,0.9543156118405555
40.0,0.2095,8.0,7.0,1.09,0.0,730.9641833042222,26.387033355755552,11.03109857308889,5.0,0.9442810603873334
40.0,0.2095,12.0,0.5,1.2,3.0,934.3776814924445,223.99387250411112,32.85779229728889,5.0,0.9924684881043332
40.0,0.2095,12.0,1.0,1.24,0.0,2683.61001367625,1880.6942684799997,663.156954319125,4.5,0.992842943069
40.0,0.2095,12.0,3.0,1.3,0.0,1744.01857898,274.9287963996667,4.5975427105078887e-10,5.0,0.9874100094796666
40.0,0.2095,12.0,5.0,1.38,0.0,1281.1555888577777,89.84736301599999,0.6542312688348835,5.0,0.9655807707659998
40.0,0.2095,12.0,7.0,1.44,0.0,1090.1247656144444,51.16322030627778,5.809888024386666,5.0,0.9513299364944445
40.0,0.2095,15.0,0.5,1.36,3.0,995.3223827826668,266.8655964634445,1.0645937716074825,5.0,0.9933439116954444
40.0,0.2095,15.0,1.0,1.4,0.0,2863.902601096667,2116.2060087322225,825.0749630037778,5.0,0.9915824487944445
40.0,0.2095,15.0,3.0,1.48,0.0,1996.6564765822222,336.74309428466665,21.081375143911114,5.0,0.9897669138747778
40.0,0.2095,15.0,5.0,1.59,0.0,1487.89523857,101.65186810233334,7.903147188626666,5.0,0.9656837108582221
40.0,0.2095,15.0,7.0,1.68,0.0,1250.876540675,62.181536261487494,4.678597365805875e-09,5.0,0.951044319973125
40.0,0.5,8.0,0.5,0.968,0.0,1542.4408714533336,2275.848970697778,786.3956342131111,5.0,0.9901896971188889
40.0,0.5,8.0,1.0,0.97,0.0,1590.9852935000001,1108.8651270711111,175.86667998733333,5.0,0.9964662166670002
40.0,0.5,8.0,3.0,1.01,0.0,1279.8313424255555,305.7816688664445,1.1034021636504529e-10,5.0,0.9933262618041111
40.0,0.5,8.0,5.0,1.04,0.0,976.9799127932222,108.68033799422223,3.020059104809553e-08,5.0,0.9767176526560001
